Tpeak,Ts,sigma,p_Tpeak,p_Ts,p_sigma,delta_BIC_mean,delta_BIC_std
91.42857142857143,859.2857142857143,19.642857142857146,0.81,0.72,0.77,-4.536921556106899,2.028242409920046
91.42857142857143,859.2857142857143,21.714285714285715,0.83,0.78,0.74,-4.638803555119541,2.2382493101447682
91.42857142857143,859.2857142857143,23.78571428571429,0.79,0.7,0.75,-4.362730036765244,2.0516436847763595
91.42857142857143,859.2857142857143,25.85714285714286,0.78,0.65,0.78,-4.051514657369472,2.8019250679509686
91.42857142857143,859.2857142857143,27.92857142857143,0.78,0.68,0.76,-3.695209150993839,2.8568796897763824
91.42857142857143,859.2857142857143,30.0,0.69,0.67,0.69,-4.018062321691975,2.638937391424381
91.42857142857143,929.6428571428572,1.0,0.9,0.96,0.99,-5.964609756867837,0.338329280455969
91.42857142857143,929.6428571428572,3.0714285714285716,0.87,0.69,0.95,-5.569433642388183,0.8613477690574088
91.42857142857143,929.6428571428572,5.142857142857143,0.88,0.69,0.91,-5.572905154339717,0.8934168711791596
91.42857142857143,929.6428571428572,7.214285714285715,0.88,0.57,0.93,-4.986680483833514,1.6869491404131745
91.42857142857143,929.6428571428572,9.285714285714286,0.8,0.68,0.82,-5.074716793457203,1.8074513447992073
91.42857142857143,929.6428571428572,11.357142857142858,0.82,0.55,0.78,-4.881731192998232,1.6597709428359915
91.42857142857143,929.6428571428572,13.42857142857143,0.88,0.75,0.84,-5.078720461902206,1.873543842233699
91.42857142857143,929.6428571428572,15.500000000000002,0.84,0.73,0.77,-5.02823462140108,1.6933201158775752
91.42857142857143,929.6428571428572,17.571428571428573,0.86,0.74,0.86,-4.598538036467956,2.555375239861407
91.42857142857143,929.6428571428572,19.642857142857146,0.83,0.68,0.8,-4.737771534613097,1.7785715398260982
91.42857142857143,929.6428571428572,21.714285714285715,0.82,0.71,0.74,-4.393449376078901,2.6423332828812685
91.42857142857143,929.6428571428572,23.78571428571429,0.81,0.69,0.79,-4.551995123215409,2.0526264058738453
91.42857142857143,929.6428571428572,25.85714285714286,0.7,0.58,0.65,-3.992134251621816,2.9221432185990435
91.42857142857143,929.6428571428572,27.92857142857143,0.69,0.62,0.67,-3.5680029712246606,2.8862044979494392
91.42857142857143,929.6428571428572,30.0,0.71,0.72,0.7,-4.213023425184373,2.6025721551090424
91.42857142857143,1000.0,1.0,0.88,1.0,1.0,-5.91668910416848,0.38670329589597424
91.42857142857143,1000.0,3.0714285714285716,0.84,0.75,0.96,-5.684185516198072,0.7880000263726525
91.42857142857143,1000.0,5.142857142857143,0.91,0.66,0.93,-5.588662797531931,0.9094812908511788
91.42857142857143,1000.0,7.214285714285715,0.81,0.65,0.89,-5.237121992347913,1.5197653078197
91.42857142857143,1000.0,9.285714285714286,0.85,0.67,0.87,-5.185201243802046,1.443843097014685
91.42857142857143,1000.0,11.357142857142858,0.91,0.68,0.88,-5.203410841888276,1.69722050969123
91.42857142857143,1000.0,13.42857142857143,0.83,0.59,0.8,-5.025590470882036,1.538372476096448
91.42857142857143,1000.0,15.500000000000002,0.81,0.66,0.78,-4.830407910075071,2.0322126385952126
91.42857142857143,1000.0,17.571428571428573,0.82,0.66,0.81,-4.865392917755332,1.9226183546280438
91.42857142857143,1000.0,19.642857142857146,0.85,0.61,0.83,-4.7797149898129625,1.7641814802811335
91.42857142857143,1000.0,21.714285714285715,0.88,0.68,0.8,-4.965991045755367,1.5912343689899078
91.42857142857143,1000.0,23.78571428571429,0.76,0.64,0.71,-4.483740423652384,2.2467282496683363
91.42857142857143,1000.0,25.85714285714286,0.74,0.64,0.71,-4.399881824810808,2.3088852576993584
91.42857142857143,1000.0,27.92857142857143,0.81,0.76,0.77,-4.85705217651846,1.9952308982660076
91.42857142857143,1000.0,30.0,0.79,0.65,0.76,-4.550959853982078,2.1023084094418207
105.0,15.0,1.0,0.02,1.0,0.1,40.639201193630385,60.167972188432316
105.0,15.0,3.0714285714285716,0.02,1.0,0.0,0.4238705213696244,27.709556249661453
105.0,15.0,5.142857142857143,0.01,1.0,0.0,0.14345529012484348,1.7457105430963946
105.0,15.0,7.214285714285715,0.0,1.0,0.0,3.8380904277020336,2.9679242012813836
105.0,15.0,9.285714285714286,0.0,0.97,0.0,6.010242871318339,2.707184720355084
105.0,15.0,11.357142857142858,0.0,0.83,0.0,8.819895139859817,2.7271246786998162
105.0,15.0,13.42857142857143,0.01,0.52,0.0,13.003827350776906,3.7228675284392807
105.0,15.0,15.500000000000002,0.0,0.25,0.0,15.39220341956547,3.351583025220809
105.0,15.0,17.571428571428573,0.0,0.12,0.0,18.285669505937356,4.115447852165394
105.0,15.0,19.642857142857146,0.0,0.03,0.01,20.8040332830426,5.879396718376942
105.0,15.0,21.714285714285715,0.0,0.12,0.01,16.860750467107174,18.53109193355996
105.0,15.0,23.78571428571429,0.0,0.11,0.02,-10.691083732577074,29.420220491971182
105.0,15.0,25.85714285714286,0.01,0.23,0.03,-85.38687792027721,33.6653566043818
105.0,15.0,27.92857142857143,0.0,0.59,0.04,-198.73833430927726,38.15123738113269
105.0,15.0,30.0,0.01,0.73,0.55,-299.3644541711369,33.20320725197888
105.0,85.35714285714286,1.0,0.12,1.0,0.09,-5.385502283680353,0.36562413240866004
105.0,85.35714285714286,3.0714285714285716,0.09,1.0,0.0,-2.785958164433572,1.232805797384198
105.0,85.35714285714286,5.142857142857143,0.02,1.0,0.0,-0.03940839097598598,1.6876730119470174
105.0,85.35714285714286,7.214285714285715,0.04,0.94,0.0,3.163117405644203,2.311717565998804
105.0,85.35714285714286,9.285714285714286,0.01,0.61,0.0,6.116437551899294,2.394879109052513
105.0,85.35714285714286,11.357142857142858,0.03,0.23,0.0,9.520565871666365,3.0267737657764187
105.0,85.35714285714286,13.42857142857143,0.05,0.07,0.0,11.8273019657686,3.4512417709990006
105.0,85.35714285714286,15.500000000000002,0.01,0.01,0.0,15.233200764457287,3.4065852709079487
105.0,85.35714285714286,17.571428571428573,0.0,0.0,0.0,17.88573992887502,4.589607338898236
105.0,85.35714285714286,19.642857142857146,0.03,0.0,0.0,21.42797847888089,4.595995461329591
105.0,85.35714285714286,21.714285714285715,0.0,0.0,0.0,24.609946938833982,4.816072785969798
105.0,85.35714285714286,23.78571428571429,0.0,0.0,0.0,26.44482995928882,5.176767049618062
105.0,85.35714285714286,25.85714285714286,0.0,0.0,0.0,30.132504237576455,5.416923391240178
105.0,85.35714285714286,27.92857142857143,0.0,0.02,0.0,30.433353840340857,9.039981801433289
105.0,85.35714285714286,30.0,0.0,0.15,0.06,-101.26330207308374,59.63586736220106
105.0,155.71428571428572,1.0,0.34,1.0,0.75,-5.608534311130804,0.43369066902856407
105.0,155.71428571428572,3.0714285714285716,0.14,1.0,0.23,-3.5818821563282426,1.4289001761284723
105.0,155.71428571428572,5.142857142857143,0.08,1.0,0.08,-1.4131238455417543,1.8035180766596686
105.0,155.71428571428572,7.214285714285715,0.08,1.0,0.01,0.3948877589286684,2.269749791935609
105.0,155.71428571428572,9.285714285714286,0.11,0.99,0.01,2.798528548919926,2.908964798640839
105.0,155.71428571428572,11.357142857142858,0.09,0.61,0.01,4.62986569060736,3.3109573447741942
105.0,155.71428571428572,13.42857142857143,0.09,0.13,0.0,7.039879112510192,3.789102940375107
105.0,155.71428571428572,15.500000000000002,0.08,0.01,0.0,9.158748632269942,3.6399649739282065
105.0,155.71428571428572,17.571428571428573,0.04,0.0,0.0,11.454084416535979,4.364755780584493
105.0,155.71428571428572,19.642857142857146,0.06,0.0,0.0,13.331400542199635,4.688835199411996
105.0,155.71428571428572,21.714285714285715,0.03,0.0,0.0,15.455087556718873,5.331975812182843
105.0,155.71428571428572,23.78571428571429,0.04,0.0,0.0,17.906932503194163,4.858608802052801
105.0,155.71428571428572,25.85714285714286,0.02,0.0,0.0,19.39248975678999,5.250125441047923
105.0,155.71428571428572,27.92857142857143,0.03,0.0,0.0,21.344161415720137,5.179499482531298
105.0,155.71428571428572,30.0,0.04,0.0,0.0,24.090629112400194,5.45351102855894
105.0,226.07142857142858,1.0,0.61,0.99,0.92,-5.710065975502514,0.506730471054611
105.0,226.07142857142858,3.0714285714285716,0.41,0.98,0.67,-4.228257882737115,1.2486714633383518
105.0,226.07142857142858,5.142857142857143,0.32,1.0,0.6,-3.1273805360512834,2.073883899145306
105.0,226.07142857142858,7.214285714285715,0.27,1.0,0.55,-1.1301683192447518,2.4938112636875394
105.0,226.07142857142858,9.285714285714286,0.26,1.0,0.4,0.06558823840646993,3.4085683858796205
105.0,226.07142857142858,11.357142857142858,0.12,1.0,0.37,2.052482418720816,2.8975855442452945
105.0,226.07142857142858,13.42857142857143,0.17,1.0,0.33,2.964620689259803,4.111647331138347
105.0,226.07142857142858,15.500000000000002,0.21,0.98,0.27,4.688369269420784,4.105920445182548
105.0,226.07142857142858,17.571428571428573,0.15,1.0,0.22,6.39749757081484,4.198307890534723
105.0,226.07142857142858,19.642857142857146,0.15,0.91,0.24,8.228775006785682,5.000266463096211
105.0,226.07142857142858,21.714285714285715,0.13,0.59,0.19,8.829508351172024,5.399101708409342
105.0,226.07142857142858,23.78571428571429,0.08,0.51,0.15,10.787666211020376,4.626651363080458
105.0,226.07142857142858,25.85714285714286,0.08,0.39,0.22,11.890233297017913,5.651898614181534
105.0,226.07142857142858,27.92857142857143,0.09,0.31,0.15,13.38629233965145,6.802074470682983
105.0,226.07142857142858,30.0,0.07,0.24,0.13,14.896770729054776,7.320317032532105
105.0,296.42857142857144,1.0,0.79,0.98,0.95,-5.748997837517632,0.4557451790808393
105.0,296.42857142857144,3.0714285714285716,0.63,1.0,0.88,-4.525270494454766,1.2608902235162909
105.0,296.42857142857144,5.142857142857143,0.59,0.99,0.77,-3.4821362108154257,2.057509576156895
105.0,296.42857142857144,7.214285714285715,0.48,1.0,0.78,-2.6311393540194694,2.7491084627162508
105.0,296.42857142857144,9.285714285714286,0.55,0.98,0.77,-1.7297577431618079,3.063272027867689
105.0,296.42857142857144,11.357142857142858,0.53,1.0,0.82,-0.4144512693352061,3.510655584186364
105.0,296.42857142857144,13.42857142857143,0.64,1.0,0.78,0.5403194563335899,3.502122277673937
105.0,296.42857142857144,15.500000000000002,0.61,1.0,0.8,1.8287335965578542,4.0943688912651846
105.0,296.42857142857144,17.571428571428573,0.49,1.0,0.73,2.614811011137543,5.304653531044579
105.0,296.42857142857144,19.642857142857146,0.54,1.0,0.75,2.9463359671843614,4.112748237729343
105.0,296.42857142857144,21.714285714285715,0.56,1.0,0.82,5.1497786796769836,4.985178198121375
105.0,296.42857142857144,23.78571428571429,0.56,1.0,0.66,5.337698791034622,5.939726128299616
105.0,296.42857142857144,25.85714285714286,0.58,1.0,0.84,7.3471806911131,5.425455991637463
105.0,296.42857142857144,27.92857142857143,0.59,1.0,0.76,8.520519643814202,5.5833403677853735
105.0,296.42857142857144,30.0,0.51,0.97,0.72,9.151367508763421,7.008201148131158
105.0,366.78571428571433,1.0,0.73,0.98,0.98,-5.794939668003723,0.4524581136770154
105.0,366.78571428571433,3.0714285714285716,0.74,1.0,0.9,-4.653715804681839,1.3836236850350978
105.0,366.78571428571433,5.142857142857143,0.67,0.98,0.87,-4.104116091692467,1.7879072783866656
105.0,366.78571428571433,7.214285714285715,0.68,0.98,0.87,-3.0605411389807484,2.8344113960747355
105.0,366.78571428571433,9.285714285714286,0.68,0.99,0.84,-2.4376495241665164,2.893994957079382
105.0,366.78571428571433,11.357142857142858,0.71,1.0,0.86,-1.744121495175579,3.0275585887097654
105.0,366.78571428571433,13.42857142857143,0.78,0.99,0.87,-1.1980301301946599,3.4500958444079304
105.0,366.78571428571433,15.500000000000002,0.65,1.0,0.83,-0.3441622560567373,4.067253260261159
105.0,366.78571428571433,17.571428571428573,0.78,0.99,0.8,0.43470606823413394,4.404538341529425
105.0,366.78571428571433,19.642857142857146,0.8,0.99,0.91,1.7810598379417666,4.528458349918559
105.0,366.78571428571433,21.714285714285715,0.72,1.0,0.83,2.3590402580937377,4.764881764660212
105.0,366.78571428571433,23.78571428571429,0.78,0.98,0.88,3.2783651937858287,4.8225131384519315
105.0,366.78571428571433,25.85714285714286,0.77,0.98,0.87,3.7942119475194507,5.232220859043982
105.0,366.78571428571433,27.92857142857143,0.66,0.98,0.8,3.281532723196977,5.477344194600548
105.0,366.78571428571433,30.0,0.71,0.99,0.86,5.3224572754629005,5.752650666029055
105.0,437.14285714285717,1.0,0.86,0.98,0.99,-5.762287010502048,0.5153654312606745
105.0,437.14285714285717,3.0714285714285716,0.8,0.96,0.92,-4.951903765217536,1.35315168559246
105.0,437.14285714285717,5.142857142857143,0.76,1.0,0.91,-4.506081170572215,1.5506287552740752
105.0,437.14285714285717,7.214285714285715,0.74,0.99,0.9,-3.809968641149967,2.145854332897431
105.0,437.14285714285717,9.285714285714286,0.72,0.98,0.85,-2.8316328591300994,2.913515448965371
105.0,437.14285714285717,11.357142857142858,0.71,0.96,0.85,-2.661427723088222,2.9156798572298825
105.0,437.14285714285717,13.42857142857143,0.75,0.99,0.87,-2.213786529868283,3.4121515618353957
105.0,437.14285714285717,15.500000000000002,0.68,0.95,0.81,-1.4654524888600253,3.7459249026315242
105.0,437.14285714285717,17.571428571428573,0.81,0.94,0.87,-1.0572307236690925,3.7232882746555203
105.0,437.14285714285717,19.642857142857146,0.7,0.97,0.8,-0.15752119667672218,4.14465732588144
105.0,437.14285714285717,21.714285714285715,0.77,0.97,0.88,0.7411228074852335,4.893756270194289
105.0,437.14285714285717,23.78571428571429,0.73,0.94,0.79,0.3052348489837374,5.079719508542221
105.0,437.14285714285717,25.85714285714286,0.8,0.87,0.88,2.056114840062518,5.134712265279525
105.0,437.14285714285717,27.92857142857143,0.71,0.88,0.74,1.4743673151950418,5.071421626020033
105.0,437.14285714285717,30.0,0.7,0.86,0.79,1.7708049467421056,5.0541717041618694
105.0,507.5,1.0,0.91,0.99,0.99,-5.816141079059072,0.429604795884886
105.0,507.5,3.0714285714285716,0.91,1.0,0.95,-5.325301097264291,0.9696564478495594
105.0,507.5,5.142857142857143,0.83,0.98,0.87,-4.923009559737953,1.4909543773324148
105.0,507.5,7.214285714285715,0.72,0.98,0.89,-4.070643335984925,2.029557853787342
105.0,507.5,9.285714285714286,0.75,0.95,0.89,-3.3627544279848944,2.4532777469919664
105.0,507.5,11.357142857142858,0.7,0.89,0.79,-3.284376875565874,2.7767563447552237
105.0,507.5,13.42857142857143,0.75,0.91,0.86,-2.3755661621963338,3.314807555223224
105.0,507.5,15.500000000000002,0.71,0.9,0.79,-2.4741468035894694,3.0545530090434285
105.0,507.5,17.571428571428573,0.75,0.9,0.85,-1.874819183943016,3.5224921313783644
105.0,507.5,19.642857142857146,0.66,0.83,0.78,-1.7575982356985747,3.549147312230731
105.0,507.5,21.714285714285715,0.71,0.79,0.73,-0.6865328962590973,4.367218461642787
105.0,507.5,23.78571428571429,0.81,0.8,0.84,-0.4579195188666978,3.7423122968881546
105.0,507.5,25.85714285714286,0.7,0.78,0.82,0.22374712066200403,4.674371325110199
105.0,507.5,27.92857142857143,0.75,0.78,0.78,0.5308115040968266,4.753214529514821
105.0,507.5,30.0,0.65,0.84,0.74,0.0636213388971703,4.704189423266631
105.0,577.8571428571429,1.0,0.92,0.97,0.96,-5.918771275355195,0.42031417586792
105.0,577.8571428571429,3.0714285714285716,0.92,0.97,0.98,-5.475842110215982,0.907434536758711
105.0,577.8571428571429,5.142857142857143,0.88,0.98,0.95,-4.880915793465649,1.5369858426175798
105.0,577.8571428571429,7.214285714285715,0.7,0.9,0.88,-4.3128639223982335,1.907604333182081
105.0,577.8571428571429,9.285714285714286,0.76,0.93,0.9,-3.721841183299074,2.476089427078029
105.0,577.8571428571429,11.357142857142858,0.69,0.83,0.83,-3.52739127928193,2.613293466445714
105.0,577.8571428571429,13.42857142857143,0.7,0.82,0.75,-3.3209680721873305,2.7661044911246786
105.0,577.8571428571429,15.500000000000002,0.78,0.77,0.69,-2.593130809080927,3.299207034926141
105.0,577.8571428571429,17.571428571428573,0.73,0.71,0.73,-2.7668056259128586,3.4074399505242985
105.0,577.8571428571429,19.642857142857146,0.66,0.75,0.69,-2.378442316852116,3.256466712033572
105.0,577.8571428571429,21.714285714285715,0.69,0.77,0.75,-2.2249065592953774,3.480910653482589
105.0,577.8571428571429,23.78571428571429,0.76,0.72,0.73,-1.5285600000633286,3.2503558726786146
105.0,577.8571428571429,25.85714285714286,0.7,0.81,0.71,-1.7883719935254345,3.782727779933933
105.0,577.8571428571429,27.92857142857143,0.68,0.69,0.69,-0.2160900266052357,4.355225431503185
105.0,577.8571428571429,30.0,0.69,0.72,0.7,-0.0625663491009027,5.016152884838246
105.0,648.2142857142858,1.0,0.9,0.98,0.99,-5.907597727685754,0.4076153774803041
105.0,648.2142857142858,3.0714285714285716,0.82,0.96,0.96,-5.207429573884391,1.0752209387276952
105.0,648.2142857142858,5.142857142857143,0.89,0.9,0.98,-5.061540660342196,1.441845041021705
105.0,648.2142857142858,7.214285714285715,0.78,0.89,0.91,-4.703403178027432,1.8366077538695151
105.0,648.2142857142858,9.285714285714286,0.76,0.79,0.89,-4.099946926585837,2.2650056422630427
105.0,648.2142857142858,11.357142857142858,0.74,0.76,0.85,-4.003560526507125,2.510209444971684
105.0,648.2142857142858,13.42857142857143,0.79,0.77,0.83,-3.7442675147136257,2.6080538635628105
105.0,648.2142857142858,15.500000000000002,0.75,0.73,0.74,-3.4252443371721824,2.9905433394786
105.0,648.2142857142858,17.571428571428573,0.67,0.73,0.67,-3.007284349610121,3.347592761883436
105.0,648.2142857142858,19.642857142857146,0.75,0.76,0.74,-3.0281465632580096,2.954642796913129
105.0,648.2142857142858,21.714285714285715,0.7,0.7,0.77,-2.7657331388028927,2.948756743743658
105.0,648.2142857142858,23.78571428571429,0.7,0.76,0.7,-2.705409534461805,3.126263958234353
105.0,648.2142857142858,25.85714285714286,0.69,0.75,0.69,-2.190139240134842,4.112809339495274
105.0,648.2142857142858,27.92857142857143,0.76,0.78,0.71,-2.0717437009847823,3.4451043181600616
105.0,648.2142857142858,30.0,0.61,0.78,0.67,-1.585684274373387,4.782432731297821
105.0,718.5714285714287,1.0,0.87,0.96,1.0,-5.8966617532287975,0.40187708014391726
105.0,718.5714285714287,3.0714285714285716,0.81,0.96,0.94,-5.482249391522159,0.7750546129854284
105.0,718.5714285714287,5.142857142857143,0.87,0.85,0.93,-5.154144337699511,1.5064689997720886
105.0,718.5714285714287,7.214285714285715,0.91,0.76,0.9,-4.913805255547218,1.461404912847527
105.0,718.5714285714287,9.285714285714286,0.85,0.69,0.9,-4.172975282612327,2.1138986036188316
105.0,718.5714285714287,11.357142857142858,0.74,0.69,0.76,-4.133230657138937,2.5615741485621384
105.0,718.5714285714287,13.42857142857143,0.71,0.7,0.72,-4.071113500000105,2.7562415176184647
105.0,718.5714285714287,15.500000000000002,0.67,0.72,0.69,-3.913992869659243,2.567265257274861
105.0,718.5714285714287,17.571428571428573,0.77,0.73,0.78,-3.910006147973111,2.4147688325424226
105.0,718.5714285714287,19.642857142857146,0.69,0.78,0.68,-3.8000480442213824,2.6101728368245416
105.0,718.5714285714287,21.714285714285715,0.77,0.76,0.81,-3.318970077204038,2.5815620811861395
105.0,718.5714285714287,23.78571428571429,0.69,0.72,0.75,-3.0313485452031177,3.4848702637685425
105.0,718.5714285714287,25.85714285714286,0.73,0.73,0.74,-2.915678886228654,2.996133493757634
105.0,718.5714285714287,27.92857142857143,0.72,0.77,0.74,-2.6328658020488462,2.9754079306989083
105.0,718.5714285714287,30.0,0.8,0.76,0.75,-2.301288130883063,3.335920784736838
105.0,788.9285714285714,1.0,0.91,0.96,0.99,-5.902218261556304,0.39763062929195686
105.0,788.9285714285714,3.0714285714285716,0.85,0.92,0.98,-5.4034027919150684,1.031651815923873
105.0,788.9285714285714,5.142857142857143,0.78,0.8,0.9,-4.944218178426533,1.4345089473804813
105.0,788.9285714285714,7.214285714285715,0.88,0.71,0.89,-4.696960810480002,1.7820609991923677
105.0,788.9285714285714,9.285714285714286,0.84,0.71,0.87,-4.282725058648878,2.2477815082877184
105.0,788.9285714285714,11.357142857142858,0.77,0.71,0.72,-4.268275239176876,2.521727391533731
105.0,788.9285714285714,13.42857142857143,0.72,0.58,0.66,-3.957692059421473,2.61307312814638
105.0,788.9285714285714,15.500000000000002,0.73,0.71,0.74,-3.9578694714534395,2.559122087980804
105.0,788.9285714285714,17.571428571428573,0.7,0.72,0.73,-3.7288729184195715,2.858761699477273
105.0,788.9285714285714,19.642857142857146,0.69,0.7,0.67,-3.6635470641038266,2.904784148591073
105.0,788.9285714285714,21.714285714285715,0.68,0.71,0.7,-3.6591503200413227,2.6104293306842625
105.0,788.9285714285714,23.78571428571429,0.68,0.72,0.7,-3.5755852340053935,2.785586232220202
105.0,788.9285714285714,25.85714285714286,0.61,0.65,0.67,-2.5672950809568897,3.9025653233036035
105.0,788.9285714285714,27.92857142857143,0.7,0.75,0.74,-2.732536814506787,3.228729500605082
105.0,788.9285714285714,30.0,0.65,0.79,0.63,-2.862102589586519,3.7484137929487966
105.0,859.2857142857143,1.0,0.88,0.93,0.98,-5.9045727593706765,0.44108906436917256
105.0,859.2857142857143,3.0714285714285716,0.78,0.84,0.96,-5.2104196060727075,1.1037264440721348
105.0,859.2857142857143,5.142857142857143,0.86,0.73,0.93,-5.163075649974239,1.4500588983306315
105.0,859.2857142857143,7.214285714285715,0.87,0.8,0.89,-5.045225611612616,1.492436167384157
105.0,859.2857142857143,9.285714285714286,0.83,0.63,0.82,-4.66673667763686,2.059663664145223
105.0,859.2857142857143,11.357142857142858,0.79,0.68,0.81,-4.361994454655563,2.4339923618383077
105.0,859.2857142857143,13.42857142857143,0.8,0.64,0.71,-4.44165417289464,1.9495041734493017
105.0,859.2857142857143,15.500000000000002,0.85,0.74,0.83,-4.35406931244296,2.2344930783028203
105.0,859.2857142857143,17.571428571428573,0.65,0.65,0.65,-3.892361221838438,2.98269730775705
105.0,859.2857142857143,19.642857142857146,0.74,0.69,0.73,-3.8950807479079743,2.42535932143007
105.0,859.2857142857143,21.714285714285715,0.76,0.74,0.71,-3.919524827488644,2.4210947518512786
105.0,859.2857142857143,23.78571428571429,0.67,0.71,0.68,-3.8147980906104526,2.611166685223581
105.0,859.2857142857143,25.85714285714286,0.64,0.69,0.65,-3.410675051415704,2.83731449769156
105.0,859.2857142857143,27.92857142857143,0.58,0.72,0.62,-3.560407991937854,2.634460536442958
105.0,859.2857142857143,30.0,0.68,0.79,0.69,-3.642216131771824,2.8391688127776535
105.0,929.6428571428572,1.0,0.9,0.94,0.99,-5.858721899965268,0.4451411707321551
105.0,929.6428571428572,3.0714285714285716,0.86,0.85,0.96,-5.4354794257898424,1.0428524303998759
105.0,929.6428571428572,5.142857142857143,0.87,0.65,0.85,-5.204803984591105,1.3729763280228262
105.0,929.6428571428572,7.214285714285715,0.9,0.69,0.92,-5.227970706211454,1.2943119581442977
105.0,929.6428571428572,9.285714285714286,0.83,0.65,0.84,-4.661698805928679,2.146866409302103
105.0,929.6428571428572,11.357142857142858,0.85,0.71,0.82,-4.612402782342884,2.2438896005245668
105.0,929.6428571428572,13.42857142857143,0.83,0.68,0.75,-4.37689348993192,2.7534006143996654
105.0,929.6428571428572,15.500000000000002,0.89,0.73,0.83,-4.758490012694994,1.6969371320818443
105.0,929.6428571428572,17.571428571428573,0.74,0.72,0.75,-4.091262726865511,2.7560225339135456
105.0,929.6428571428572,19.642857142857146,0.63,0.75,0.67,-4.106866664127808,2.8280007846491055
105.0,929.6428571428572,21.714285714285715,0.74,0.72,0.7,-3.854010968294534,2.665360887364617
105.0,929.6428571428572,23.78571428571429,0.75,0.67,0.71,-3.696938052759787,2.6327025035134834
105.0,929.6428571428572,25.85714285714286,0.67,0.67,0.73,-3.437178420797536,2.9659058672186824
105.0,929.6428571428572,27.92857142857143,0.73,0.74,0.78,-3.7215418453321183,2.674721646264516
105.0,929.6428571428572,30.0,0.66,0.7,0.72,-3.478247662147953,2.886633006000205
105.0,1000.0,1.0,0.84,0.99,1.0,-5.814837219829121,0.4551517208660976
105.0,1000.0,3.0714285714285716,0.83,0.75,0.96,-5.347580577679975,1.075474145349614
105.0,1000.0,5.142857142857143,0.85,0.67,0.93,-5.378837809634083,1.1284822005366228
105.0,1000.0,7.214285714285715,0.85,0.69,0.87,-5.097161087434882,1.4249493714371337
105.0,1000.0,9.285714285714286,0.92,0.66,0.88,-5.11065661857615,1.4507571718475363
105.0,1000.0,11.357142857142858,0.85,0.58,0.83,-4.640436850594989,1.8513385740008468
105.0,1000.0,13.42857142857143,0.75,0.69,0.76,-4.667668887609059,2.301142886259936
105.0,1000.0,15.500000000000002,0.8,0.64,0.76,-4.509434463783887,2.209261580418126
105.0,1000.0,17.571428571428573,0.88,0.75,0.85,-4.858391700824936,1.8064848952119021
105.0,1000.0,19.642857142857146,0.8,0.63,0.8,-4.14013956714962,2.121640085221727
105.0,1000.0,21.714285714285715,0.8,0.71,0.76,-4.452433340602818,2.0152082000191998
105.0,1000.0,23.78571428571429,0.78,0.67,0.73,-4.053084381464102,2.507790057291336
105.0,1000.0,25.85714285714286,0.73,0.73,0.76,-3.902515424273907,2.6278046434343265
105.0,1000.0,27.92857142857143,0.76,0.67,0.75,-3.5945306595995175,2.7852015876092944
105.0,1000.0,30.0,0.62,0.63,0.67,-3.2155096194530692,3.0061988436853087
118.57142857142857,15.0,1.0,0.02,1.0,0.01,29.67723593837025,54.463770526340056
118.57142857142857,15.0,3.0714285714285716,0.01,1.0,0.0,-0.487433360414413,13.761572603420687
118.57142857142857,15.0,5.142857142857143,0.01,1.0,0.0,0.7218491982532288,1.6464283150601342
118.57142857142857,15.0,7.214285714285715,0.0,1.0,0.0,4.375282381974022,2.5045992432867785
118.57142857142857,15.0,9.285714285714286,0.0,0.9,0.0,7.89178446393085,2.9829994562965276
118.57142857142857,15.0,11.357142857142858,0.0,0.75,0.0,10.46899787512093,3.1303641983301698
118.57142857142857,15.0,13.42857142857143,0.01,0.51,0.0,13.28361435975238,3.600260005820845
118.57142857142857,15.0,15.500000000000002,0.0,0.28,0.0,16.535302295753624,4.354634483175906
118.57142857142857,15.0,17.571428571428573,0.0,0.08,0.0,19.22578959520651,4.325090030465741
118.57142857142857,15.0,19.642857142857146,0.0,0.06,0.01,20.736557695469433,8.506077889714502
118.57142857142857,15.0,21.714285714285715,0.01,0.14,0.03,14.971229292469662,20.30327465505094
118.57142857142857,15.0,23.78571428571429,0.0,0.18,0.01,-28.692168384650035,34.775250084587476
118.57142857142857,15.0,25.85714285714286,0.0,0.34,0.01,-108.36732875988882,26.868118528659565
118.57142857142857,15.0,27.92857142857143,0.0,0.49,0.04,-220.4150387650777,33.15606864520514
118.57142857142857,15.0,30.0,0.0,0.83,0.62,-342.2372223861266,38.000711279745246
118.57142857142857,85.35714285714286,1.0,0.11,1.0,0.03,-5.2395354349733365,0.48893907080659044
118.57142857142857,85.35714285714286,3.0714285714285716,0.03,1.0,0.0,-1.8949611402481634,1.4357139616142751
118.57142857142857,85.35714285714286,5.142857142857143,0.01,0.99,0.0,1.3902238040869879,1.7682603979624216
118.57142857142857,85.35714285714286,7.214285714285715,0.03,0.81,0.0,5.533479107876085,2.4194028498228164
118.57142857142857,85.35714285714286,9.285714285714286,0.04,0.46,0.0,8.66337382919616,2.7496819213146577
118.57142857142857,85.35714285714286,11.357142857142858,0.05,0.1,0.0,12.44756911226513,3.570357295244172
118.57142857142857,85.35714285714286,13.42857142857143,0.04,0.05,0.0,15.595673955111815,3.058420409895676
118.57142857142857,85.35714285714286,15.500000000000002,0.02,0.0,0.0,19.29831014138544,3.913059493571071
118.57142857142857,85.35714285714286,17.571428571428573,0.01,0.0,0.0,22.792534847651755,4.663767863387974
